pincode,hub,city,state_code,is_serviceable
110001,DELHI JHANDEWALAN HUB,DELHI,DL,YES
110002,DELHI JHANDEWALAN HUB,DELHI,DL,YES
110003,DELHI KALU SARAI HUB,DELHI,DL,YES
110004,DELHI JHANDEWALAN HUB,DELHI,DL,YES
110005,DELHI JHANDEWALAN HUB,DELHI,DL,YES
110006,DELHI JHANDEWALAN HUB,DELHI,DL,YES
110007,DELHI JHANDEWALAN HUB,DELHI,DL,YES
110008,DELHI JHANDEWALAN HUB,DELHI,DL,YES
110009,DELHI JAHANGIRPURI HUB,DELHI,DL,YES
110010,DELHI JANAKPURI HUB,DELHI,DL,YES
110011,DELHI JHANDEWALAN HUB,DELHI,DL,YES
110012,DELHI JANAKPURI HUB,DELHI,DL,YES
110013,DELHI OKHLA  HUB,DELHI,DL,YES
110014,DELHI OKHLA  HUB,DELHI,DL,YES
110015,DELHI PUNJABI BAUGH HUB,DELHI,DL,YES
110016,DELHI KALU SARAI HUB,DELHI,DL,YES
110017,DELHI KALU SARAI HUB,DELHI,DL,YES
110018,DELHI JANAKPURI HUB,DELHI,DL,YES
110019,DELHI OKHLA  HUB,DELHI,DL,YES
110020,DELHI OKHLA  HUB,DELHI,DL,YES
110021,DELHI KALU SARAI HUB,DELHI,DL,YES
110022,DELHI KALU SARAI HUB,DELHI,DL,YES
110023,DELHI KALU SARAI HUB,DELHI,DL,YES
110024,DELHI OKHLA  HUB,DELHI,DL,YES
110025,DELHI OKHLA  HUB,DELHI,DL,YES
110026,DELHI PUNJABI BAUGH HUB,DELHI,DL,YES
110027,DELHI JANAKPURI HUB,DELHI,DL,YES
110028,DELHI JANAKPURI HUB,DELHI,DL,YES
110029,DELHI KALU SARAI HUB,DELHI,DL,YES
110030,DELHI KALU SARAI HUB,DELHI,DL,YES
110031,DELHI GANDHINAGAR HUB,DELHI,DL,YES
110032,DELHI GANDHINAGAR HUB,DELHI,DL,YES
110033,DELHI JAHANGIRPURI HUB,DELHI,DL,YES
110034,DELHI PUNJABI BAUGH HUB,DELHI,DL,YES
110035,DELHI PUNJABI BAUGH HUB,DELHI,DL,YES
110036,DELHI JAHANGIRPURI HUB,DELHI,DL,YES
110037,DELHI I.G.I AIRPORT HUB,DELHI,DL,YES
110038,DELHI I.G.I AIRPORT HUB,DELHI,DL,YES
110039,DELHI JAHANGIRPURI HUB,DELHI,DL,YES
110040,DELHI JAHANGIRPURI HUB,DELHI,DL,YES
110041,DELHI PUNJABI BAUGH HUB,DELHI,DL,YES
110042,DELHI JAHANGIRPURI HUB,DELHI,DL,YES
110043,DELHI JANAKPURI HUB,DELHI,DL,YES
110044,DELHI OKHLA  HUB,DELHI,DL,YES
110045,DELHI JANAKPURI HUB,DELHI,DL,YES
110046,DELHI JANAKPURI HUB,DELHI,DL,YES
110047,DELHI KALU SARAI HUB,DELHI,DL,YES
110048,DELHI OKHLA  HUB,DELHI,DL,YES
110049,DELHI KALU SARAI HUB,DELHI,DL,YES
110050,DELHI JHANDEWALAN HUB,DELHI,DL,YES
110051,DELHI GANDHINAGAR HUB,DELHI,DL,YES
110052,DELHI JAHANGIRPURI HUB,DELHI,DL,YES
110053,DELHI GANDHINAGAR HUB,DELHI,DL,YES
110054,DELHI JHANDEWALAN HUB,DELHI,DL,YES
110055,DELHI JHANDEWALAN HUB,DELHI,DL,YES
110056,DELHI PUNJABI BAUGH HUB,DELHI,DL,YES
110057,DELHI KALU SARAI HUB,DELHI,DL,YES
110058,DELHI JANAKPURI HUB,DELHI,DL,YES
110059,DELHI JANAKPURI HUB,DELHI,DL,YES
110060,DELHI JHANDEWALAN HUB,DELHI,DL,YES
110061,DELHI I.G.I AIRPORT HUB,DELHI,DL,YES
110062,DELHI OKHLA  HUB,DELHI,DL,YES
110063,DELHI PUNJABI BAUGH HUB,DELHI,DL,YES
110064,DELHI JANAKPURI HUB,DELHI,DL,YES
110065,DELHI OKHLA  HUB,DELHI,DL,YES
110066,DELHI KALU SARAI HUB,DELHI,DL,YES
110067,DELHI KALU SARAI HUB,DELHI,DL,YES
110068,DELHI KALU SARAI HUB,DELHI,DL,YES
110069,DELHI JHANDEWALAN HUB,DELHI,DL,YES
110070,DELHI I.G.I AIRPORT HUB,DELHI,DL,YES
110074,DELHI KALU SARAI HUB,DELHI,DL,YES
110075,DELHI JANAKPURI HUB,DELHI,DL,YES
110076,DELHI OKHLA  HUB,DELHI,DL,YES
110077,DELHI JANAKPURI HUB,DELHI,DL,YES
110078,DELHI JANAKPURI HUB,DELHI,DL,YES
110080,DELHI OKHLA  HUB,DELHI,DL,YES
110081,DELHI PUNJABI BAUGH HUB,DELHI,DL,YES
110082,DELHI JAHANGIRPURI HUB,DELHI,DL,YES
110083,DELHI PUNJABI BAUGH HUB,DELHI,DL,YES
110084,DELHI JAHANGIRPURI HUB,DELHI,DL,YES
110085,DELHI PUNJABI BAUGH HUB,DELHI,DL,YES
110086,DELHI PUNJABI BAUGH HUB,DELHI,DL,YES
110087,DELHI PUNJABI BAUGH HUB,DELHI,DL,YES
110088,DELHI JAHANGIRPURI HUB,DELHI,DL,YES
110089,DELHI PUNJABI BAUGH HUB,DELHI,DL,YES
110091,DELHI GANDHINAGAR HUB,DELHI,DL,YES
110092,DELHI GANDHINAGAR HUB,DELHI,DL,YES
110093,DELHI GANDHINAGAR HUB,DELHI,DL,YES
110094,DELHI GANDHINAGAR HUB,DELHI,DL,YES
110095,DELHI GANDHINAGAR HUB,DELHI,DL,YES
110096,DELHI GANDHINAGAR HUB,DELHI,DL,YES
110097,DELHI I.G.I AIRPORT HUB,DELHI,DL,YES
120004,FARIDABAD HUB,FARIDABAD,HR,YES
121001,FARIDABAD HUB,FARIDABAD,HR,YES
121002,FARIDABAD HUB,FARIDABAD,HR,YES
121003,FARIDABAD HUB,FARIDABAD,HR,YES
121004,FARIDABAD HUB,FARIDABAD,HR,YES
121005,FARIDABAD HUB,FARIDABAD,HR,YES
121006,FARIDABAD HUB,FARIDABAD,HR,YES
121007,FARIDABAD HUB,FARIDABAD,HR,YES
121008,FARIDABAD HUB,FARIDABAD,HR,YES
121009,FARIDABAD HUB,FARIDABAD,HR,YES
121010,FARIDABAD HUB,FARIDABAD,HR,YES
121012,FARIDABAD HUB,FARIDABAD,HR,YES
121013,FARIDABAD HUB,FARIDABAD,HR,YES
121102,FARIDABAD HUB,PALWAL,HR,YES
121105,FARIDABAD HUB,PALWAL,HR,YES
122001,GURGAON IFFCO CHOWK HUB,ARJUN NAGAR,HR,YES
122002,GURGAON IFFCO CHOWK HUB,GURGAON,HR,YES
122003,GURGAON IFFCO CHOWK HUB,GURGAON,HR,YES
122004,GURGAON IFFCO CHOWK HUB,GURGAON,HR,YES
122005,GURGAON IFFCO CHOWK HUB,AIR FORCE,HR,YES
122006,GURGAON IFFCO CHOWK HUB,GURGAON,HR,YES
122007,GURGAON IFFCO CHOWK HUB,INDUSTRIAL ESTATE,HR,YES
122008,GURGAON IFFCO CHOWK HUB,GURGAON,HR,YES
122009,GURGAON IFFCO CHOWK HUB,GALLERIA DLF-IV,HR,YES
122010,GURGAON IFFCO CHOWK HUB,GURGAON,HR,YES
122011,GURGAON IFFCO CHOWK HUB,GURGAON,HR,YES
122015,GURGAON IFFCO CHOWK HUB,PALAM ROAD,HR,YES
122016,GURGAON IFFCO CHOWK HUB,INDUSTRIAL COMPLEX DUNDAHERA,HR,YES
122017,GURGAON IFFCO CHOWK HUB,GURGAON,HR,YES
122018,GURGAON IFFCO CHOWK HUB,GURGAON,HR,YES
122022,GURGAON IFFCO CHOWK HUB,GURGAON,HR,YES
122050,MANESAR HUB (HARYANA),MANESAR,HR,YES
122051,GURGAON IFFCO CHOWK HUB,GURGAON,HR,YES
122052,GURGAON IFFCO CHOWK HUB,GURGAON,HR,YES
122101,GURGAON IFFCO CHOWK HUB,BADSHAHPUR,HR,YES
122102,GURGAON IFFCO CHOWK HUB,BHONDSI,HR,YES
122103,GURGAON IFFCO CHOWK HUB,GURGAON,HR,YES
122413,GURGAON IFFCO CHOWK HUB,BHORAKALAN,HR,YES
122503,GURGAON IFFCO CHOWK HUB,GURGAON,HR,YES
122505,MANESAR HUB (HARYANA),GURGAON,HR,YES
122506,MANESAR HUB (HARYANA),FARRUKH NAGAR,HR,YES
123106,DELHI I.G.I AIRPORT HUB,BHATSANA,HR,YES
123110,DELHI I.G.I AIRPORT HUB,DHARUHERA,HR,YES
123401,DELHI I.G.I AIRPORT HUB,B B ASHRAM,HR,YES
123412,DELHI I.G.I AIRPORT HUB,DHARAN,HR,YES
123501,DELHI I.G.I AIRPORT HUB,BAWAL,HR,YES
124001,ROHTAK HUB,ROHTAK,HR,YES
124021,DELHI I.G.I AIRPORT HUB,ROHTAK,HR,YES
124022,DELHI I.G.I AIRPORT HUB,MEHEM,HR,YES
124103,DELHI I.G.I AIRPORT HUB,JHAJJAR,HR,YES
124112,HISAR HUB,MEHEM,HR,YES
124501,DELHI I.G.I AIRPORT HUB,SAMPLA,HR,YES
124505,DELHI I.G.I AIRPORT HUB,BAHADURGARH,HR,YES
124507,DELHI I.G.I AIRPORT HUB,BAHADURGARH,HR,YES
124508,DELHI PUNJABI BAUGH HUB,BAHADURGARH,HR,YES
125001,HISAR HUB,HISAR,HR,YES
125002,HISAR HUB,HISAR,HR,YES
125003,HISAR HUB,HISAR,HR,YES
125004,HISAR HUB,HISAR,HR,YES
125005,HISAR HUB,HISAR,HR,YES
125007,HISAR HUB,HISAR,HR,YES
125033,HISAR HUB,HANSI,HR,YES
125037,DELHI I.G.I AIRPORT HUB,HISAR,HR,YES
125038,DELHI I.G.I AIRPORT HUB,HANSI,HR,YES
125039,DELHI I.G.I AIRPORT HUB,HANSI,HR,YES
125042,DELHI I.G.I AIRPORT HUB,HANSI,HR,YES
125044,DELHI I.G.I AIRPORT HUB,HISAR,HR,YES
125049,DELHI I.G.I AIRPORT HUB,HANSI,HR,YES
125050,HISAR HUB,FATEHABAD,HR,YES
125051,HISAR HUB,FATEHABAD,HR,YES
125055,HISAR HUB,SIRSA,HR,YES
125076,HISAR HUB,RANIA,HR,YES
125104,BATHINDA HUB,MANDI DABWALI,HR,YES
125106,HISAR HUB,TOHANA,HR,YES
125120,HISAR HUB,TOHANA,HR,YES
125133,HISAR HUB,JAKHAL MANDI,HR,YES
126101,DELHI I.G.I AIRPORT HUB,JIND,HR,YES
126102,ROHTAK HUB,JIND,HR,YES
126112,DELHI I.G.I AIRPORT HUB,SAFIDON,HR,YES
127021,ROHTAK HUB,BHIWANI,HR,YES
127040,HISAR HUB,TOSHAM,HR,YES
131001,SONIPAT HUB,SONIPAT,HR,YES
131021,SONIPAT HUB,SONIPAT,HR,YES
131027,SONIPAT HUB,SONIPAT,HR,YES
131028,SONIPAT HUB,KUNDLI,HR,YES
131029,SONIPAT HUB,SONIPAT,HR,YES
131039,SONIPAT HUB,SONIPAT,HR,YES
131101,SONIPAT HUB,GANAUR,HR,YES
131102,SONIPAT HUB,SONIPAT,HR,YES
131103,SONIPAT HUB,SONIPAT,HR,YES
131301,AMBALA HUB,GOHANA,HR,YES
131402,SONIPAT HUB,KHARKHODA,HR,YES
132001,KARNAL HUB,KARNAL,HR,YES
132027,AMBALA HUB,KAITHAL,HR,YES
132034,AMBALA HUB,KURUKSHETRA,HR,YES
132039,SONIPAT HUB,ASSANDH,HR,YES
132103,SONIPAT HUB,PANIPAT,HR,YES
132104,DELHI I.G.I AIRPORT HUB,PANIPAT,HR,YES
132106,DELHI I.G.I AIRPORT HUB,PANIPAT,HR,YES
132107,SONIPAT HUB,PANIPAT,HR,YES
132108,DELHI I.G.I AIRPORT HUB,PANIPAT,HR,YES
132114,KARNAL HUB,GHARAUNDA,HR,YES
132116,KARNAL HUB,KARNAL,HR,YES
132117,AMBALA HUB,NILOKHERI,HR,YES
132119,AMBALA HUB,KURUKSHETRA,HR,YES
132131,AMBALA HUB,KURUKSHETRA,HR,YES
132135,AMBALA HUB,KURUKSHETRA,HR,YES
132140,DELHI I.G.I AIRPORT HUB,PANIPAT,HR,YES
133001,AMBALA HUB,AMBALA,HR,YES
133004,AMBALA HUB,AMBALA,HR,YES
133006,AMBALA HUB,AMBALA,HR,YES
133104,AMBALA HUB,AMBALA,HR,YES
134002,AMBALA HUB,AMBALA,HR,YES
134003,AMBALA HUB,AMBALA,HR,YES
134005,AMBALA HUB,AMBALA,HR,YES
134007,AMBALA HUB,AMBALA,HR,YES
134102,AMBALA HUB,PANCHKULA,CH,YES
134107,CHANDIGARH HUB,PANCHKULA,HR,YES
134108,CHANDIGARH HUB,PANCHKULA,HR,YES
134109,CHANDIGARH HUB,PANCHKULA,CH,YES
134112,CHANDIGARH HUB,PANCHKULA,HR,YES
134113,CHANDIGARH HUB,PANCHKULA,CH,YES
134115,CHANDIGARH HUB,PANCHKULA,HR,YES
134118,AMBALA HUB,PANCHKULA,CH,YES
134202,AMBALA HUB,AMBALA,HR,YES
134203,AMBALA HUB,AMBALA,HR,YES
135001,AMBALA HUB,JAGADHRI,HR,YES
135002,AMBALA HUB,YAMUNANAGAR,HR,YES
135003,AMBALA HUB,AMBALA,HR,YES
135004,AMBALA HUB,AMBALA,HR,YES
135101,AMBALA HUB,AMBALA,HR,YES
135102,AMBALA HUB,AMBALA,HR,YES
135103,AMBALA HUB,CHHACHHRAULI,HR,YES
136027,AMBALA HUB,KAITHAL,HR,YES
136034,AMBALA HUB,GUHLA,HR,YES
136035,AMBALA HUB,GUHLA,HR,YES
136118,AMBALA HUB,KURUKSHETRA,HR,YES
136128,AMBALA HUB,PEHOWA,HR,YES
136131,AMBALA HUB,THANESAR,HR,YES
136132,AMBALA HUB,LADWA,HR,YES
136135,AMBALA HUB,SHAHBAD,HR,YES
136136,AMBALA HUB,KURUKSHETRA,HR,YES
140001,AMBALA HUB,ROPAR,PB,YES
140101,CHANDIGARH HUB,MORINDA,PB,YES
140103,CHANDIGARH HUB,MOHALI,PB,YES
140113,AMBALA HUB,RUPNAGAR,PB,YES
140118,AMBALA HUB,ROPAR,PB,YES
140124,AMBALA HUB,NANGAL,PB,YES
140201,AMBALA HUB,DERA BASSI,PB,YES
140301,CHANDIGARH HUB,KHARAR,PB,YES
140306,CHANDIGARH HUB,RUPNAGAR,PB,YES
140307,CHANDIGARH HUB,KHARAR,PB,YES
140308,CHANDIGARH HUB,ROPAR,PB,YES
140401,AMBALA HUB,RAJPURA,PB,YES
140406,AMBALA HUB,FATEHGARH SAHIB,PB,YES
140407,AMBALA HUB,FATEHGARH SAHIB,PB,YES
140412,AMBALA HUB,BASSI,PB,YES
140507,AMBALA HUB,DERA BASSI,PB,YES
140603,CHANDIGARH HUB,MOHALI,PB,YES
140604,AMBALA HUB,DERA BASSI,PB,YES
141001,LUDHIANA HUB,LUDHIANA,PB,YES
141002,LUDHIANA HUB,LUDHIANA,PB,YES
141003,LUDHIANA HUB,LUDHIANA,PB,YES
141004,LUDHIANA HUB,LUDHIANA,PB,YES
141005,LUDHIANA HUB,LUDHIANA,PB,YES
141006,LUDHIANA HUB,LUDHIANA,PB,YES
141007,LUDHIANA HUB,LUDHIANA,PB,YES
141008,LUDHIANA HUB,LUDHIANA,PB,YES
141009,LUDHIANA HUB,LUDHIANA,PB,YES
141010,LUDHIANA HUB,LUDHIANA,PB,YES
141012,LUDHIANA HUB,LUDHIANA,PB,YES
141013,LUDHIANA HUB,LUDHIANA,PB,YES
141015,LUDHIANA HUB,LUDHIANA,PB,YES
141016,LUDHIANA HUB,LUDHIANA,PB,YES
141017,LUDHIANA HUB,LUDHIANA,PB,YES
141021,LUDHIANA HUB,LUDHIANA,PB,YES
141022,LUDHIANA HUB,LUDHIANA,PB,YES
141109,LUDHIANA HUB,LUDHIANA,PB,YES
141112,LUDHIANA HUB,LUDHIANA,PB,YES
141116,LUDHIANA HUB,LUDHIANA,PB,YES
141120,LUDHIANA HUB,LUDHIANA,PB,YES
141123,LUDHIANA HUB,LUDHIANA,PB,YES
141401,AMBALA HUB,KHANNA,PB,YES
141421,LUDHIANA HUB,KHAMANON,PB,YES
142001,LUDHIANA HUB,MOGA,PB,YES
142026,LUDHIANA HUB,JAGRAON,PB,YES
142038,LUDHIANA HUB,BAGHA PURANA,PB,YES
142047,LUDHIANA HUB,ZIRA,PB,YES
142050,LUDHIANA HUB,FIROZPUR,PB,YES
143001,AMRITSAR HUB,AMRITSAR,PB,YES
143002,AMRITSAR HUB,AMRITSAR,PB,YES
143003,AMRITSAR HUB,AMRITSAR,PB,YES
143004,AMRITSAR HUB,AMRITSAR,PB,YES
143005,AMRITSAR HUB,AMRITSAR,PB,YES
143006,AMRITSAR HUB,AMRITSAR,PB,YES
143008,AMRITSAR HUB,AMRITSAR,PB,YES
143021,AMRITSAR HUB,AMRITSAR,PB,YES
143036,AMRITSAR HUB,AMRITSAR,PB,YES
143104,AMRITSAR HUB,AMRITSAR,PB,YES
143401,AMRITSAR HUB,TARN TARAN,PB,YES
143505,AMRITSAR HUB,BATALA,PB,YES
143521,JALANDHAR HUB,GURDASPUR,PB,YES
144001,JALANDHAR HUB,JALANDHAR,PB,YES
144002,JALANDHAR HUB,JALANDHAR,PB,YES
144003,JALANDHAR HUB,JALANDHAR,PB,YES
144004,JALANDHAR HUB,JALANDHAR,PB,YES
144005,JALANDHAR HUB,JALANDHAR,PB,YES
144006,JALANDHAR HUB,JALANDHAR,PB,YES
144007,JALANDHAR HUB,JALANDHAR,PB,YES
144008,JALANDHAR HUB,JALANDHAR,PB,YES
144009,JALANDHAR HUB,JALANDHAR,PB,YES
144012,JALANDHAR HUB,JALANDHAR,PB,YES
144022,JALANDHAR HUB,JALANDHAR,PB,YES
144023,JALANDHAR HUB,JALANDHAR,PB,YES
144039,JALANDHAR HUB,NAKODAR,PB,YES
144040,JALANDHAR HUB,JALANDHAR,PB,YES
144102,JALANDHAR HUB,JALANDHAR,PB,YES
144204,JALANDHAR HUB,DASUYA,PB,YES
144205,JALANDHAR HUB,DASUYA,PB,YES
144401,LUDHIANA HUB,PHAGWARA,PB,YES
144402,LUDHIANA HUB,PHAGWARA,PB,YES
144409,LUDHIANA HUB,PHILLAUR,PB,YES
144410,LUDHIANA HUB,PHILLAUR,PB,YES
144505,JALANDHAR HUB,BANGA,PB,YES
144514,JALANDHAR HUB,NAWANSHAHAR,PB,YES
144527,JALANDHAR HUB,BALACHAUR,PB,YES
144601,JALANDHAR HUB,KAPURTHALA,PB,YES
145001,JALANDHAR HUB,DHAR KALAN,PB,YES
146001,JALANDHAR HUB,HOSHIARPUR,PB,YES
146022,JALANDHAR HUB,HOSHIARPUR,PB,YES
146024,JALANDHAR HUB,HOSHIARPUR,PB,YES
147001,AMBALA HUB,PATIALA,PB,YES
147002,AMBALA HUB,PATIALA,PB,YES
147003,AMBALA HUB,PATIALA,PB,YES
147004,AMBALA HUB,FATEHGARH SAHIB,PB,YES
147005,AMBALA HUB,PATIALA,PB,YES
147006,AMBALA HUB,NABHA,PB,YES
147007,AMBALA HUB,PATIALA,PB,YES
147021,AMBALA HUB,PATIALA,PB,YES
147101,AMBALA HUB,FATEHGARH SAHIB,PB,YES
147105,AMBALA HUB,PATIALA,PB,YES
147201,AMBALA HUB,DERA BASSI,PB,YES
147301,AMBALA HUB,MANDIGOBINDGARH,PB,YES
148001,AMBALA HUB,SANGRUR,PB,YES
148023,LUDHIANA HUB,MALERKOTLA,PB,YES
148024,AMBALA HUB,DHURI,PB,YES
148028,AMBALA HUB,SUNAM,PB,YES
148033,HISAR HUB,MOONAK,PB,YES
148101,AMBALA HUB,BARNALA,PB,YES
148106,AMBALA HUB,BARNALA,PB,YES
148108,AMBALA HUB,TAPA,PB,YES
151001,BATHINDA HUB,BATHINDA,PB,YES
151003,BATHINDA HUB,BATHINDA,PB,YES
151005,BATHINDA HUB,BATHINDA,PB,YES
151103,BATHINDA HUB,PHUL,PB,YES
151202,BATHINDA HUB,JAITU,PB,YES
151203,BATHINDA HUB,FARIDKOT,PB,YES
151204,BATHINDA HUB,FARIDKOT,PB,YES
151301,BATHINDA HUB,BATHINDA,PB,YES
151502,BATHINDA HUB,BDH,PB,YES
151505,BATHINDA HUB,MANSA (P.B),PB,YES
152001,LUDHIANA HUB,FIROZPUR,PB,YES
152002,LUDHIANA HUB,FIROZPUR,PB,YES
152026,BATHINDA HUB,MUKTSAR,PB,YES
152101,BATHINDA HUB,GIDDARBAHA,PB,YES
152107,BATHINDA HUB,GIDDARBAHA,PB,YES
152116,BATHINDA HUB,ABOHAR,PB,YES
152123,BATHINDA HUB,FAZILKA,PB,YES
160001,CHANDIGARH HUB,CHANDIGARH,CH,YES
160002,CHANDIGARH HUB,CHANDIGARH,CH,YES
160003,CHANDIGARH HUB,CHANDIGARH,CH,YES
160005,CHANDIGARH HUB,CHANDIGARH,CH,YES
160008,CHANDIGARH HUB,CHANDIGARH,CH,YES
160009,CHANDIGARH HUB,CHANDIGARH,CH,YES
160010,CHANDIGARH HUB,CHANDIGARH,CH,YES
160011,CHANDIGARH HUB,CHANDIGARH,CH,YES
160012,CHANDIGARH HUB,CHANDIGARH,CH,YES
160014,CHANDIGARH HUB,CHANDIGARH,PB,YES
160015,CHANDIGARH HUB,CHANDIGARH,CH,YES
160016,CHANDIGARH HUB,CHANDIGARH,CH,YES
160017,CHANDIGARH HUB,CHANDIGARH,CH,YES
160018,CHANDIGARH HUB,CHANDIGARH,CH,YES
160019,CHANDIGARH HUB,CHANDIGARH,CH,YES
160020,CHANDIGARH HUB,CHANDIGARH,CH,YES
160021,CHANDIGARH HUB,CHANDIGARH,CH,YES
160022,CHANDIGARH HUB,CHANDIGARH,CH,YES
160023,CHANDIGARH HUB,CHANDIGARH,CH,YES
160025,CHANDIGARH HUB,CHANDIGARH,CH,YES
160026,CHANDIGARH HUB,CHANDIGARH,CH,YES
160030,CHANDIGARH HUB,CHANDIGARH,CH,YES
160031,CHANDIGARH HUB,CHANDIGARH,CH,YES
160032,CHANDIGARH HUB,CHANDIGARH,CH,YES
160035,CHANDIGARH HUB,CHANDIGARH,CH,YES
160036,CHANDIGARH HUB,CHANDIGARH,CH,YES
160037,CHANDIGARH HUB,CHANDIGARH,CH,YES
160043,CHANDIGARH HUB,CHANDIGARH,CH,YES
160047,CHANDIGARH HUB,CHANDIGARH,CH,YES
160054,CHANDIGARH HUB,MOHALI,PB,YES
160055,CHANDIGARH HUB,S.A.S.NAGAR (MOHALI),PB,YES
160059,CHANDIGARH HUB,S.A.S.NAGAR (MOHALI),PB,YES
160061,CHANDIGARH HUB,CHANDIGARH,PB,YES
160062,CHANDIGARH HUB,S.A.S.NAGAR (MOHALI),PB,YES
160071,CHANDIGARH HUB,S.A.S.NAGAR (MOHALI),PB,YES
160101,CHANDIGARH HUB,CHANDIGARH,CH,YES
160103,CHANDIGARH HUB,MOHALI,PB,YES
160104,AMBALA HUB,DERA BASSI,PB,YES
160106,CHANDIGARH HUB,CHANDIGARH,CH,YES
171001,SHIMLA HUB,SHIMLA,HP,YES
171002,SHIMLA HUB,SHIMLA,HP,YES
171003,SHIMLA HUB,SHIMLA,HP,YES
171004,SHIMLA HUB,SHIMLA,HP,YES
171005,SHIMLA HUB,SHIMLA,HP,YES
171006,SHIMLA HUB,SHIMLA,HP,YES
171009,SHIMLA HUB,SHIMLA,HP,YES
173025,AMBALA HUB,PAONTA SAHIB,HP,YES
173030,AMBALA HUB,SHIMLA,HP,YES
173205,BADDI HUB,SOLAN,HP,YES
173211,AMBALA HUB,SOLAN,HP,YES
173212,AMBALA HUB,SOLAN,HP,YES
173213,AMBALA HUB,SOLAN,HP,YES
173220,AMBALA HUB,KASAULI,HP,YES
174001,AMBALA HUB,BILASPUR,HP,YES
174101,BADDI HUB,SOLAN,HP,YES
174103,BADDI HUB,KASAULI,HP,YES
174303,AMBALA HUB,UNA,HP,YES
175001,AMBALA HUB,JOGINDER NAGAR,HP,YES
175002,AMBALA HUB,SUNDAR NAGAR,HP,YES
175008,AMBALA HUB,MANDI(T),HP,YES
175018,AMBALA HUB,SUNDAR NAGAR,HP,YES
175019,AMBALA HUB,SUNDAR NAGAR,HP,YES
175021,AMBALA HUB,SADAR,HP,YES
175101,AMBALA HUB,KULLU,HP,YES
175125,AMBALA HUB,KULLU,HP,YES
175131,AMBALA HUB,MANALI(T),HP,YES
176001,AMBALA HUB,KANGRA,HP,YES
176022,AMBALA HUB,FATEHPUR,HP,YES
176047,AMBALA HUB,KANGRA,HP,YES
176051,AMBALA HUB,JAWALI,HP,YES
176052,AMBALA HUB,DHARAMSHALA,HP,YES
176057,AMBALA HUB,DHARAMSHALA,HP,YES
176201,AMBALA HUB,JASSUR,HP,YES
176202,AMBALA HUB,NURPUR,HP,YES
176206,AMBALA HUB,SHAHPUR,HP,YES
176208,AMBALA HUB,KANGRA,HP,YES
176209,AMBALA HUB,KANGRA,HP,YES
176215,AMBALA HUB,DHARAMSHALA,HP,YES
176217,AMBALA HUB,DHARAMSHALA,HP,YES
176219,AMBALA HUB,DHARAMSHALA,HP,YES
177001,AMBALA HUB,HAMIRPUR,HP,YES
177201,AMBALA HUB,AMB,HP,YES
177202,AMBALA HUB,AMB,HP,YES
177203,AMBALA HUB,AMB,HP,YES
177213,AMBALA HUB,AMB,HP,YES
180001,JAMMU HUB,JAMMU,JK,YES
180002,JAMMU HUB,JAMMU,JK,YES
180003,JAMMU HUB,JAMMU,JK,YES
180004,JAMMU HUB,JAMMU,JK,YES
180005,JAMMU HUB,JAMMU,JK,YES
180006,JAMMU HUB,JAMMU,JK,YES
180007,JAMMU HUB,JAMMU,JK,YES
180010,JAMMU HUB,JAMMU,JK,YES
180011,JAMMU HUB,JAMMU,JK,YES
180012,JAMMU HUB,JAMMU,JK,YES
180015,JAMMU HUB,JAMMU,JK,YES
181133,JAMMU HUB,JAMMU,JK,YES
182101,JAMMU HUB,UDHAMPUR,JK,YES
184101,JALANDHAR HUB,KATHUA,JK,YES
184102,JALANDHAR HUB,KATHUA,JK,YES
184143,JALANDHAR HUB,KATHUA,JK,YES
190001,SRINAGAR HUB (J&K),SRINAGAR,JK,YES
190002,SRINAGAR HUB (J&K),SRINAGAR,JK,YES
190003,SRINAGAR HUB (J&K),SRINAGAR,JK,YES
190004,SRINAGAR HUB (J&K),BATRARA,JK,YES
190005,SRINAGAR HUB (J&K),SANAT NAGAR,JK,YES
190008,SRINAGAR HUB (J&K),JAWAHAR NAGAR,JK,YES
190009,SRINAGAR HUB (J&K),CENTRAL MARKET,JK,YES
190010,SRINAGAR HUB (J&K),KARAN NAGAR,JK,YES
190011,SRINAGAR HUB (J&K),SRINAGAR,JK,YES
190015,SRINAGAR HUB (J&K),SRINAGAR,JK,YES
190017,SRINAGAR HUB (J&K),SRINAGAR,JK,YES
190018,SRINAGAR HUB (J&K),SRINAGAR,JK,YES
190020,SRINAGAR HUB (J&K),SRINAGAR,JK,YES
190021,SRINAGAR HUB (J&K),BUDGAM,JK,YES
190023,SRINAGAR HUB (J&K),SRINAGAR,JK,YES
191121,SRINAGAR HUB (J&K),SRINAGAR,JK,YES
192101,SRINAGAR HUB (J&K),ANANTNAG,JK,YES
192121,SRINAGAR HUB (J&K),PAMPORE,JK,YES
192122,SRINAGAR HUB (J&K),AWANTIPORA,JK,YES
192124,SRINAGAR HUB (J&K),ANANTNAG,JK,YES
192125,SRINAGAR HUB (J&K),ANANTNAG,JK,YES
193224,SRINAGAR HUB (J&K),KUPWARA,JK,YES
193401,SRINAGAR HUB (J&K),BADRAN,JK,YES
193402,SRINAGAR HUB (J&K),BARAMULLA,JK,YES
193404,SRINAGAR HUB (J&K),KUNZER,JK,YES
193502,SRINAGAR HUB (J&K),BANDIPORA,JK,YES
193505,SRINAGAR HUB (J&K),ALOOSA,JK,YES
